product_id,warehouse_id,current_stock,reorder_point,safety_stock,last_updated
21311,W002,446,30,17,2026-06-30 20:00:49.794904
21307,W002,253,30,11,2026-06-30 20:00:49.794904
21277,W002,430,78,21,2026-06-30 20:00:49.794904
22475,W002,139,35,16,2026-06-30 20:00:49.794904
90200E,W002,65,66,17,2026-06-30 20:00:49.794904
90062,W002,221,70,12,2026-06-30 20:00:49.794904
21616,W002,298,55,19,2026-06-30 20:00:49.794904
20659,W003,94,31,30,2026-06-30 20:00:49.794904
20985,W001,443,44,18,2026-06-30 20:00:49.794904
84596L,W001,440,31,18,2026-06-30 20:00:49.794904
84596F,W002,407,43,15,2026-06-30 20:00:49.794904
22346,W001,376,72,19,2026-06-30 20:00:49.794904
22344,W001,224,39,14,2026-06-30 20:00:49.794904
85215,W001,44,78,18,2026-06-30 20:00:49.794904
85062,W003,126,73,28,2026-06-30 20:00:49.794904
22984,W003,414,56,16,2026-06-30 20:00:49.794904
85036C,W001,234,67,13,2026-06-30 20:00:49.794904
21202,W002,401,44,30,2026-06-30 20:00:49.794904
84531A,W001,156,68,12,2026-06-30 20:00:49.794904
84531B,W003,32,57,22,2026-06-30 20:00:49.794904
21910,W003,147,60,16,2026-06-30 20:00:49.794904
22461,W002,459,42,11,2026-06-30 20:00:49.794904
22833,W003,26,34,15,2026-06-30 20:00:49.794904
22690,W001,37,77,22,2026-06-30 20:00:49.794904
84881,W001,48,64,29,2026-06-30 20:00:49.794904
21613,W001,287,72,28,2026-06-30 20:00:49.794904
21693,W002,273,49,21,2026-06-30 20:00:49.794904
84809A,W002,232,55,29,2026-06-30 20:00:49.794904
79190D,W001,82,59,27,2026-06-30 20:00:49.794904
22157,W003,198,67,20,2026-06-30 20:00:49.794904
84795B,W003,72,76,21,2026-06-30 20:00:49.794904
20771,W003,276,35,21,2026-06-30 20:00:49.794904
37327,W002,390,50,10,2026-06-30 20:00:49.794904
85027L,W001,60,71,27,2026-06-30 20:00:49.794904
85017C,W001,466,41,26,2026-06-30 20:00:49.794904
16010,W003,424,56,13,2026-06-30 20:00:49.794904
35001W,W001,221,46,11,2026-06-30 20:00:49.794904
84707B,W001,373,56,20,2026-06-30 20:00:49.794904
21167,W003,237,68,24,2026-06-30 20:00:49.794904
51008,W002,404,69,29,2026-06-30 20:00:49.794904
21713,W003,86,68,29,2026-06-30 20:00:49.794904
20802,W003,280,64,24,2026-06-30 20:00:49.794904
22052,W002,472,79,26,2026-06-30 20:00:49.794904
20781,W001,362,45,18,2026-06-30 20:00:49.794904
22389,W003,273,69,13,2026-06-30 20:00:49.794904
84840,W003,123,54,10,2026-06-30 20:00:49.794904
22073,W002,24,69,17,2026-06-30 20:00:49.794904
20716,W001,94,54,22,2026-06-30 20:00:49.794904
20782,W001,362,77,29,2026-06-30 20:00:49.794904
20847,W001,135,51,15,2026-06-30 20:00:49.794904
21291,W002,325,41,17,2026-06-30 20:00:49.794904
21319,W001,215,48,15,2026-06-30 20:00:49.794904
21359,W001,124,79,16,2026-06-30 20:00:49.794904
21397,W002,123,35,27,2026-06-30 20:00:49.794904
21627,W002,348,60,29,2026-06-30 20:00:49.794904
21632,W003,479,79,30,2026-06-30 20:00:49.794904
22106,W001,280,69,10,2026-06-30 20:00:49.794904
22108,W003,491,76,30,2026-06-30 20:00:49.794904
22221,W002,278,79,10,2026-06-30 20:00:49.794904
22223,W001,90,79,10,2026-06-30 20:00:49.794904
22282,W003,284,57,12,2026-06-30 20:00:49.794904
22329,W003,406,47,25,2026-06-30 20:00:49.794904
22416,W001,65,37,22,2026-06-30 20:00:49.794904
22613,W002,270,53,12,2026-06-30 20:00:49.794904
35648,W003,335,67,23,2026-06-30 20:00:49.794904
35651,W002,209,36,28,2026-06-30 20:00:49.794904
37447,W003,193,59,18,2026-06-30 20:00:49.794904
46118,W002,85,55,18,2026-06-30 20:00:49.794904
46776C,W002,97,47,10,2026-06-30 20:00:49.794904
46776E,W003,273,64,15,2026-06-30 20:00:49.794904
62094B,W001,392,46,27,2026-06-30 20:00:49.794904
84078A,W003,500,65,24,2026-06-30 20:00:49.794904
84228,W003,149,54,15,2026-06-30 20:00:49.794904
84568,W002,180,39,29,2026-06-30 20:00:49.794904
84789,W003,37,70,18,2026-06-30 20:00:49.794904
84813,W003,157,45,22,2026-06-30 20:00:49.794904
85093,W002,138,55,15,2026-06-30 20:00:49.794904
85096,W002,73,64,29,2026-06-30 20:00:49.794904
85202,W001,270,53,27,2026-06-30 20:00:49.794904
85204,W001,435,56,19,2026-06-30 20:00:49.794904
90001D,W002,322,58,21,2026-06-30 20:00:49.794904
90013C,W003,242,47,21,2026-06-30 20:00:49.794904
90014B,W001,428,74,19,2026-06-30 20:00:49.794904
90085,W002,355,54,10,2026-06-30 20:00:49.794904
90132,W003,183,52,20,2026-06-30 20:00:49.794904
90140,W001,304,37,17,2026-06-30 20:00:49.794904
90141B,W003,248,33,17,2026-06-30 20:00:49.794904
90158,W002,299,37,14,2026-06-30 20:00:49.794904
90183A,W003,499,66,20,2026-06-30 20:00:49.794904
90183B,W002,493,75,10,2026-06-30 20:00:49.794904
90201B,W003,130,31,21,2026-06-30 20:00:49.794904
90212B,W003,248,46,22,2026-06-30 20:00:49.794904
84712B,W003,462,49,27,2026-06-30 20:00:49.794904
22279,W001,416,44,12,2026-06-30 20:00:49.794904
22280,W001,312,38,25,2026-06-30 20:00:49.794904
22377,W002,72,80,15,2026-06-30 20:00:49.794904
22495,W002,114,50,28,2026-06-30 20:00:49.794904
22521,W002,497,39,14,2026-06-30 20:00:49.794904
22523,W002,42,79,26,2026-06-30 20:00:49.794904
22677,W003,380,57,12,2026-06-30 20:00:49.794904
22682,W003,32,33,21,2026-06-30 20:00:49.794904
22715,W002,154,34,30,2026-06-30 20:00:49.794904
21253,W003,130,75,13,2026-06-30 20:00:49.794904
21265,W003,130,36,21,2026-06-30 20:00:49.794904
21389,W001,296,45,12,2026-06-30 20:00:49.794904
21391,W002,345,74,16,2026-06-30 20:00:49.794904
21403,W002,138,52,18,2026-06-30 20:00:49.794904
21534,W002,381,66,19,2026-06-30 20:00:49.794904
21618,W003,374,32,23,2026-06-30 20:00:49.794904
21812,W001,488,75,21,2026-06-30 20:00:49.794904
21847,W003,496,44,23,2026-06-30 20:00:49.794904
21943,W001,419,79,27,2026-06-30 20:00:49.794904
22104,W002,182,78,18,2026-06-30 20:00:49.794904
22322,W002,416,57,26,2026-06-30 20:00:49.794904
22340,W001,396,65,28,2026-06-30 20:00:49.794904
35833G,W003,384,68,23,2026-06-30 20:00:49.794904
35916A,W001,61,33,26,2026-06-30 20:00:49.794904
46776A,W002,462,75,18,2026-06-30 20:00:49.794904
72351B,W001,124,57,19,2026-06-30 20:00:49.794904
84459A,W001,467,57,19,2026-06-30 20:00:49.794904
84637,W003,279,66,26,2026-06-30 20:00:49.794904
85039B,W001,321,55,24,2026-06-30 20:00:49.794904
85039C,W001,33,55,23,2026-06-30 20:00:49.794904
85131C,W001,148,72,25,2026-06-30 20:00:49.794904
90010E,W001,344,52,18,2026-06-30 20:00:49.794904
90039C,W002,227,49,25,2026-06-30 20:00:49.794904
90056,W001,20,39,21,2026-06-30 20:00:49.794904
90081C,W001,174,48,12,2026-06-30 20:00:49.794904
90101,W001,445,46,17,2026-06-30 20:00:49.794904
90130B,W003,498,41,19,2026-06-30 20:00:49.794904
90130C,W002,482,75,20,2026-06-30 20:00:49.794904
15044C,W003,423,75,29,2026-06-30 20:00:49.794904
20762,W003,276,39,12,2026-06-30 20:00:49.794904
20803,W002,434,30,15,2026-06-30 20:00:49.794904
18007,W002,400,67,24,2026-06-30 20:00:49.794904
21720,W003,153,69,28,2026-06-30 20:00:49.794904
84968F,W002,456,56,17,2026-06-30 20:00:49.794904
21289,W003,268,30,29,2026-06-30 20:00:49.794904
22606,W003,457,78,19,2026-06-30 20:00:49.794904
37479B,W003,394,45,30,2026-06-30 20:00:49.794904
37482P,W001,338,67,24,2026-06-30 20:00:49.794904
20903,W003,91,35,10,2026-06-30 20:00:49.794904
20897,W003,79,79,16,2026-06-30 20:00:49.794904
71403,W002,193,72,13,2026-06-30 20:00:49.794904
22683,W003,332,43,19,2026-06-30 20:00:49.794904
22685,W001,106,78,11,2026-06-30 20:00:49.794904
21973,W002,337,56,17,2026-06-30 20:00:49.794904
22691,W001,345,59,20,2026-06-30 20:00:49.794904
21162,W001,36,52,24,2026-06-30 20:00:49.794904
84926D,W003,161,54,13,2026-06-30 20:00:49.794904
22233,W002,120,47,24,2026-06-30 20:00:49.794904
35400,W001,78,64,24,2026-06-30 20:00:49.794904
22486,W001,422,46,10,2026-06-30 20:00:49.794904
72801G,W003,308,60,15,2026-06-30 20:00:49.794904
84711A,W003,30,55,13,2026-06-30 20:00:49.794904
16169N,W003,285,66,15,2026-06-30 20:00:49.794904
20769,W002,92,39,29,2026-06-30 20:00:49.794904
35597A,W003,47,48,17,2026-06-30 20:00:49.794904
47480,W003,437,55,24,2026-06-30 20:00:49.794904
84522,W002,185,44,16,2026-06-30 20:00:49.794904
20731,W002,481,74,13,2026-06-30 20:00:49.794904
35597B,W001,432,48,24,2026-06-30 20:00:49.794904
84596B,W002,295,49,19,2026-06-30 20:00:49.794904
21226,W001,494,68,30,2026-06-30 20:00:49.794904
79160,W002,250,47,21,2026-06-30 20:00:49.794904
72131,W002,294,69,22,2026-06-30 20:00:49.794904
21089,W003,242,44,25,2026-06-30 20:00:49.794904
21647,W001,433,51,22,2026-06-30 20:00:49.794904
72122,W002,318,31,18,2026-06-30 20:00:49.794904
84912A,W003,285,69,25,2026-06-30 20:00:49.794904
85036A,W001,360,32,12,2026-06-30 20:00:49.794904
84569A,W003,258,74,27,2026-06-30 20:00:49.794904
20775,W002,167,39,13,2026-06-30 20:00:49.794904
90179C,W001,105,36,27,2026-06-30 20:00:49.794904
90060D,W003,349,71,27,2026-06-30 20:00:49.794904
85020,W003,377,45,22,2026-06-30 20:00:49.794904
20861,W003,165,62,19,2026-06-30 20:00:49.794904
21827,W003,494,72,20,2026-06-30 20:00:49.794904
79051A,W001,469,47,27,2026-06-30 20:00:49.794904
17007B,W001,333,47,29,2026-06-30 20:00:49.794904
22700,W003,213,50,23,2026-06-30 20:00:49.794904
10124A,W003,156,66,22,2026-06-30 20:00:49.794904
21644,W003,373,33,17,2026-06-30 20:00:49.794904
46000P,W001,249,50,17,2026-06-30 20:00:49.794904
22681,W003,39,42,20,2026-06-30 20:00:49.794904
21746,W003,225,35,30,2026-06-30 20:00:49.794904
84916,W001,104,78,30,2026-06-30 20:00:49.794904
40005B,W002,100,67,22,2026-06-30 20:00:49.794904
18094C,W001,237,46,20,2026-06-30 20:00:49.794904
22085,W001,468,31,22,2026-06-30 20:00:49.794904
47586A,W001,184,79,10,2026-06-30 20:00:49.794904
46115B,W002,79,48,15,2026-06-30 20:00:49.794904
84975,W002,407,37,23,2026-06-30 20:00:49.794904
21336,W003,163,58,24,2026-06-30 20:00:49.794904
22050,W001,253,65,17,2026-06-30 20:00:49.794904
21680,W003,328,77,11,2026-06-30 20:00:49.794904
20819,W003,375,44,24,2026-06-30 20:00:49.794904
84925F,W001,300,74,19,2026-06-30 20:00:49.794904
22535,W001,306,39,19,2026-06-30 20:00:49.794904
84968E,W001,303,45,13,2026-06-30 20:00:49.794904
16169K,W002,35,54,16,2026-06-30 20:00:49.794904
21001,W001,488,75,12,2026-06-30 20:00:49.794904
21028,W002,121,56,10,2026-06-30 20:00:49.794904
21171,W003,271,59,19,2026-06-30 20:00:49.794904
21204,W002,166,43,29,2026-06-30 20:00:49.794904
21222,W003,170,57,29,2026-06-30 20:00:49.794904
21251,W001,267,50,23,2026-06-30 20:00:49.794904
21375,W001,156,76,25,2026-06-30 20:00:49.794904
21595,W001,314,50,28,2026-06-30 20:00:49.794904
22101,W001,211,66,12,2026-06-30 20:00:49.794904
35914,W003,365,43,18,2026-06-30 20:00:49.794904
37462E,W003,374,35,20,2026-06-30 20:00:49.794904
47481,W001,31,71,30,2026-06-30 20:00:49.794904
84313B,W002,287,76,20,2026-06-30 20:00:49.794904
84422,W002,171,31,15,2026-06-30 20:00:49.794904
84429A,W003,83,36,22,2026-06-30 20:00:49.794904
84509C,W003,142,35,22,2026-06-30 20:00:49.794904
84510C,W001,150,31,26,2026-06-30 20:00:49.794904
84917,W002,430,78,13,2026-06-30 20:00:49.794904
85087,W001,467,32,23,2026-06-30 20:00:49.794904
85094,W003,159,56,22,2026-06-30 20:00:49.794904
85125,W002,41,76,12,2026-06-30 20:00:49.794904
90013A,W002,322,56,23,2026-06-30 20:00:49.794904
90059A,W003,143,30,13,2026-06-30 20:00:49.794904
90073,W002,53,60,16,2026-06-30 20:00:49.794904
90074,W002,128,65,20,2026-06-30 20:00:49.794904
90104,W001,124,75,23,2026-06-30 20:00:49.794904
90129C,W003,257,42,18,2026-06-30 20:00:49.794904
90129D,W002,235,45,24,2026-06-30 20:00:49.794904
90129E,W003,457,72,24,2026-06-30 20:00:49.794904
90160C,W003,25,74,14,2026-06-30 20:00:49.794904
90161D,W001,427,37,23,2026-06-30 20:00:49.794904
90175B,W003,405,37,10,2026-06-30 20:00:49.794904
90177D,W002,78,61,25,2026-06-30 20:00:49.794904
90184C,W003,29,71,15,2026-06-30 20:00:49.794904
90185A,W002,463,66,12,2026-06-30 20:00:49.794904
90208,W001,395,43,30,2026-06-30 20:00:49.794904
15044D,W001,474,44,13,2026-06-30 20:00:49.794904
84707A,W001,422,32,18,2026-06-30 20:00:49.794904
21617,W003,45,75,26,2026-06-30 20:00:49.794904
22693,W002,105,34,29,2026-06-30 20:00:49.794904
35646,W003,128,34,25,2026-06-30 20:00:49.794904
47574A,W001,232,60,25,2026-06-30 20:00:49.794904
72819,W003,169,44,30,2026-06-30 20:00:49.794904
84665,W003,299,44,10,2026-06-30 20:00:49.794904
20857,W002,228,67,30,2026-06-30 20:00:49.794904
85047,W001,301,31,10,2026-06-30 20:00:49.794904
22679,W001,429,44,30,2026-06-30 20:00:49.794904
22520,W002,462,46,18,2026-06-30 20:00:49.794904
22516,W001,385,59,25,2026-06-30 20:00:49.794904
22353,W003,175,72,13,2026-06-30 20:00:49.794904
22498,W001,290,45,27,2026-06-30 20:00:49.794904
S,W002,358,41,10,2026-06-30 20:00:49.794904
84725,W001,39,79,24,2026-06-30 20:00:49.794904
37479P,W002,209,76,17,2026-06-30 20:00:49.794904
AMAZONFEE,W001,86,37,19,2026-06-30 20:00:49.794904
17038,W003,64,65,20,2026-06-30 20:00:49.794904
84388,W002,468,54,30,2026-06-30 20:00:49.794904
17084J,W003,452,71,20,2026-06-30 20:00:49.794904
84968D,W002,49,30,29,2026-06-30 20:00:49.794904
22211,W002,379,72,22,2026-06-30 20:00:49.794904
22903,W001,132,37,27,2026-06-30 20:00:49.794904
22026,W003,447,33,11,2026-06-30 20:00:49.794904
37340,W002,350,74,17,2026-06-30 20:00:49.794904
16052,W001,275,57,20,2026-06-30 20:00:49.794904
16219,W003,443,55,26,2026-06-30 20:00:49.794904
20763,W002,175,37,19,2026-06-30 20:00:49.794904
20801,W001,249,57,27,2026-06-30 20:00:49.794904
20892,W002,395,70,24,2026-06-30 20:00:49.794904
21316,W002,245,70,19,2026-06-30 20:00:49.794904
21666,W001,93,37,18,2026-06-30 20:00:49.794904
22293,W001,80,65,26,2026-06-30 20:00:49.794904
22608,W002,410,63,20,2026-06-30 20:00:49.794904
22789,W003,358,68,14,2026-06-30 20:00:49.794904
22880,W001,31,52,16,2026-06-30 20:00:49.794904
22883,W002,113,34,16,2026-06-30 20:00:49.794904
22889,W001,438,45,15,2026-06-30 20:00:49.794904
35809A,W001,198,48,27,2026-06-30 20:00:49.794904
35833P,W002,408,40,22,2026-06-30 20:00:49.794904
37500,W003,422,76,20,2026-06-30 20:00:49.794904
37501,W002,308,54,19,2026-06-30 20:00:49.794904
79144C,W003,196,71,22,2026-06-30 20:00:49.794904
85130B,W002,21,73,22,2026-06-30 20:00:49.794904
85170C,W003,318,79,27,2026-06-30 20:00:49.794904
90000B,W002,340,53,25,2026-06-30 20:00:49.794904
90003B,W003,211,74,25,2026-06-30 20:00:49.794904
90005A,W003,209,37,23,2026-06-30 20:00:49.794904
90019C,W003,126,30,20,2026-06-30 20:00:49.794904
90087,W003,230,33,21,2026-06-30 20:00:49.794904
90168,W003,322,64,25,2026-06-30 20:00:49.794904
90169,W002,56,60,11,2026-06-30 20:00:49.794904
90187B,W003,258,68,21,2026-06-30 20:00:49.794904
90202C,W001,415,30,30,2026-06-30 20:00:49.794904
90210C,W001,73,63,24,2026-06-30 20:00:49.794904
22528,W001,108,51,17,2026-06-30 20:00:49.794904
48189,W003,291,39,19,2026-06-30 20:00:49.794904
84989a,W002,284,36,11,2026-06-30 20:00:49.794904
15056n,W003,191,40,18,2026-06-30 20:00:49.794904
21410,W001,74,35,27,2026-06-30 20:00:49.794904
84559b,W003,446,71,15,2026-06-30 20:00:49.794904
84660c,W003,413,80,16,2026-06-30 20:00:49.794904
85114c,W002,486,75,15,2026-06-30 20:00:49.794904
85173,W002,451,33,15,2026-06-30 20:00:49.794904
22513,W002,396,79,28,2026-06-30 20:00:49.794904
72351a,W002,460,80,18,2026-06-30 20:00:49.794904
84510c,W001,486,38,17,2026-06-30 20:00:49.794904
84596b,W003,135,34,28,2026-06-30 20:00:49.794904
85035c,W001,215,37,15,2026-06-30 20:00:49.794904
85119,W002,121,72,16,2026-06-30 20:00:49.794904
85132a,W001,107,64,24,2026-06-30 20:00:49.794904
22875,W003,406,30,20,2026-06-30 20:00:49.794904
47570b,W001,454,59,27,2026-06-30 20:00:49.794904
84558a,W002,210,72,11,2026-06-30 20:00:49.794904
21689,W003,376,46,18,2026-06-30 20:00:49.794904
84247E,W003,141,66,10,2026-06-30 20:00:49.794904
85170B,W001,325,70,30,2026-06-30 20:00:49.794904
85170A,W003,111,57,10,2026-06-30 20:00:49.794904
85059,W002,496,57,11,2026-06-30 20:00:49.794904
84497,W003,103,31,21,2026-06-30 20:00:49.794904
85026B,W002,497,54,22,2026-06-30 20:00:49.794904
90175D,W002,350,75,14,2026-06-30 20:00:49.794904
22512,W003,357,63,24,2026-06-30 20:00:49.794904
22611,W002,159,63,24,2026-06-30 20:00:49.794904
22873,W002,203,38,16,2026-06-30 20:00:49.794904
37467,W003,470,57,25,2026-06-30 20:00:49.794904
84251B,W001,401,50,29,2026-06-30 20:00:49.794904
84927D,W002,346,72,20,2026-06-30 20:00:49.794904
85040A,W003,458,46,25,2026-06-30 20:00:49.794904
85213,W002,196,65,19,2026-06-30 20:00:49.794904
90001C,W003,259,75,26,2026-06-30 20:00:49.794904
90019A,W003,306,57,23,2026-06-30 20:00:49.794904
90023,W002,135,56,24,2026-06-30 20:00:49.794904
90027A,W003,227,62,11,2026-06-30 20:00:49.794904
90170,W002,407,42,21,2026-06-30 20:00:49.794904
90186B,W003,364,79,24,2026-06-30 20:00:49.794904
90198A,W002,42,63,24,2026-06-30 20:00:49.794904
90211B,W003,146,67,22,2026-06-30 20:00:49.794904
90214K,W001,167,60,16,2026-06-30 20:00:49.794904
90214P,W001,40,80,17,2026-06-30 20:00:49.794904
90214Z,W001,496,69,19,2026-06-30 20:00:49.794904
20663,W001,299,68,24,2026-06-30 20:00:49.794904
20794,W001,355,80,27,2026-06-30 20:00:49.794904
21269,W003,304,47,23,2026-06-30 20:00:49.794904
21792,W001,73,74,19,2026-06-30 20:00:49.794904
90212C,W003,386,72,17,2026-06-30 20:00:49.794904
22708,W002,126,48,12,2026-06-30 20:00:49.794904
22048,W001,76,37,28,2026-06-30 20:00:49.794904
22057,W003,256,55,20,2026-06-30 20:00:49.794904
22930,W001,413,80,21,2026-06-30 20:00:49.794904
22931,W001,305,39,10,2026-06-30 20:00:49.794904
22932,W001,426,63,20,2026-06-30 20:00:49.794904
22937,W002,95,68,10,2026-06-30 20:00:49.794904
22710,W001,66,74,16,2026-06-30 20:00:49.794904
22051,W001,51,73,17,2026-06-30 20:00:49.794904
22936,W003,137,49,20,2026-06-30 20:00:49.794904
22935,W001,333,46,13,2026-06-30 20:00:49.794904
85068,W002,377,52,29,2026-06-30 20:00:49.794904
47348A,W001,452,66,18,2026-06-30 20:00:49.794904
21686,W003,57,62,27,2026-06-30 20:00:49.794904
85024C,W001,428,34,21,2026-06-30 20:00:49.794904
71038,W001,439,39,12,2026-06-30 20:00:49.794904
84613C,W002,20,71,22,2026-06-30 20:00:49.794904
84910A,W001,181,52,12,2026-06-30 20:00:49.794904
21246,W002,276,44,12,2026-06-30 20:00:49.794904
21376,W001,140,48,11,2026-06-30 20:00:49.794904
20618,W001,329,66,24,2026-06-30 20:00:49.794904
16202E,W002,190,64,20,2026-06-30 20:00:49.794904
47420,W003,115,39,30,2026-06-30 20:00:49.794904
22510,W003,271,52,17,2026-06-30 20:00:49.794904
48116,W001,439,73,16,2026-06-30 20:00:49.794904
72709,W002,474,40,23,2026-06-30 20:00:49.794904
72132,W003,232,66,15,2026-06-30 20:00:49.794904
85118,W003,274,36,17,2026-06-30 20:00:49.794904
35968,W003,463,63,20,2026-06-30 20:00:49.794904
22063,W002,85,77,16,2026-06-30 20:00:49.794904
90184B,W001,275,36,21,2026-06-30 20:00:49.794904
90184A,W001,280,67,12,2026-06-30 20:00:49.794904
84415B,W002,266,49,14,2026-06-30 20:00:49.794904
20906,W003,183,38,17,2026-06-30 20:00:49.794904
20703,W003,147,59,17,2026-06-30 20:00:49.794904
71495B,W002,208,64,30,2026-06-30 20:00:49.794904
78124,W003,436,73,27,2026-06-30 20:00:49.794904
79403,W001,427,35,23,2026-06-30 20:00:49.794904
84251G,W002,466,47,21,2026-06-30 20:00:49.794904
90034,W002,74,59,28,2026-06-30 20:00:49.794904
90040C,W001,23,80,13,2026-06-30 20:00:49.794904
90059D,W002,439,35,29,2026-06-30 20:00:49.794904
90089,W001,140,67,24,2026-06-30 20:00:49.794904
90120A,W002,313,39,25,2026-06-30 20:00:49.794904
90201D,W003,358,38,22,2026-06-30 20:00:49.794904
17013D,W001,482,58,30,2026-06-30 20:00:49.794904
17096,W002,64,45,20,2026-06-30 20:00:49.794904
21285,W003,170,56,20,2026-06-30 20:00:49.794904
21442,W002,69,71,26,2026-06-30 20:00:49.794904
21717,W002,22,76,12,2026-06-30 20:00:49.794904
21749,W002,293,53,11,2026-06-30 20:00:49.794904
21750,W001,333,30,30,2026-06-30 20:00:49.794904
22538,W001,205,73,29,2026-06-30 20:00:49.794904
22541,W002,134,34,11,2026-06-30 20:00:49.794904
22647,W003,468,70,13,2026-06-30 20:00:49.794904
22138,W002,427,34,10,2026-06-30 20:00:49.794904
85230G,W002,269,77,26,2026-06-30 20:00:49.794904
71215,W002,444,54,17,2026-06-30 20:00:49.794904
20695,W003,288,49,20,2026-06-30 20:00:49.794904
22820,W003,328,42,26,2026-06-30 20:00:49.794904
84952A,W001,37,37,10,2026-06-30 20:00:49.794904
84706D,W002,143,30,18,2026-06-30 20:00:49.794904
22828,W002,490,66,22,2026-06-30 20:00:49.794904
22703,W003,299,74,26,2026-06-30 20:00:49.794904
84247L,W003,356,61,28,2026-06-30 20:00:49.794904
22698,W001,421,48,24,2026-06-30 20:00:49.794904
84875B,W002,448,58,25,2026-06-30 20:00:49.794904
84876D,W001,59,68,16,2026-06-30 20:00:49.794904
84192,W002,395,41,22,2026-06-30 20:00:49.794904
21628,W001,179,37,21,2026-06-30 20:00:49.794904
22254,W003,214,74,23,2026-06-30 20:00:49.794904
21615,W002,420,31,28,2026-06-30 20:00:49.794904
22236,W003,319,43,11,2026-06-30 20:00:49.794904
22933,W002,389,59,20,2026-06-30 20:00:49.794904
85107,W003,105,30,19,2026-06-30 20:00:49.794904
21382,W002,164,68,15,2026-06-30 20:00:49.794904
44235,W002,108,32,17,2026-06-30 20:00:49.794904
40003,W002,447,50,24,2026-06-30 20:00:49.794904
79190B,W001,410,67,23,2026-06-30 20:00:49.794904
90036D,W001,43,32,23,2026-06-30 20:00:49.794904
21120,W002,488,51,28,2026-06-30 20:00:49.794904
21264,W001,218,33,19,2026-06-30 20:00:49.794904
21284,W002,234,47,18,2026-06-30 20:00:49.794904
22201,W001,463,53,14,2026-06-30 20:00:49.794904
22269,W003,492,76,16,2026-06-30 20:00:49.794904
22526,W001,172,38,17,2026-06-30 20:00:49.794904
84012,W003,133,79,11,2026-06-30 20:00:49.794904
85180B,W001,406,46,18,2026-06-30 20:00:49.794904
90030B,W001,189,72,13,2026-06-30 20:00:49.794904
90030C,W002,106,79,25,2026-06-30 20:00:49.794904
90039B,W001,57,54,27,2026-06-30 20:00:49.794904
90039D,W001,421,71,24,2026-06-30 20:00:49.794904
90093,W001,419,65,15,2026-06-30 20:00:49.794904
90128A,W001,443,66,26,2026-06-30 20:00:49.794904
90128C,W001,86,61,12,2026-06-30 20:00:49.794904
90128D,W003,334,80,19,2026-06-30 20:00:49.794904
90161C,W002,362,49,17,2026-06-30 20:00:49.794904
90174,W003,207,36,20,2026-06-30 20:00:49.794904
90188,W002,250,62,24,2026-06-30 20:00:49.794904
90214O,W001,239,73,24,2026-06-30 20:00:49.794904
DCGS0076,W001,276,71,15,2026-06-30 20:00:49.794904
16015,W003,245,68,10,2026-06-30 20:00:49.794904
16008,W001,119,59,14,2026-06-30 20:00:49.794904
37444B,W001,458,33,11,2026-06-30 20:00:49.794904
37333,W002,111,51,19,2026-06-30 20:00:49.794904
20778,W003,103,75,23,2026-06-30 20:00:49.794904
20758,W001,320,52,18,2026-06-30 20:00:49.794904
22319,W002,284,34,10,2026-06-30 20:00:49.794904
22824,W003,29,40,16,2026-06-30 20:00:49.794904
21132,W002,28,72,14,2026-06-30 20:00:49.794904
84818,W003,343,30,21,2026-06-30 20:00:49.794904
84798A,W001,400,37,14,2026-06-30 20:00:49.794904
22230,W003,414,31,10,2026-06-30 20:00:49.794904
90033,W001,212,66,22,2026-06-30 20:00:49.794904
84843,W001,131,34,17,2026-06-30 20:00:49.794904
85032A,W003,350,45,21,2026-06-30 20:00:49.794904
85032C,W003,85,48,10,2026-06-30 20:00:49.794904
35809a,W001,149,65,20,2026-06-30 20:00:49.794904
79066k,W001,234,78,24,2026-06-30 20:00:49.794904
84536b,W003,500,58,23,2026-06-30 20:00:49.794904
84968a,W002,496,70,21,2026-06-30 20:00:49.794904
21144,W003,408,30,30,2026-06-30 20:00:49.794904
21317,W001,312,79,19,2026-06-30 20:00:49.794904
72815,W002,273,62,30,2026-06-30 20:00:49.794904
84510a,W002,189,64,19,2026-06-30 20:00:49.794904
84968e,W003,95,79,14,2026-06-30 20:00:49.794904
85035a,W001,111,39,27,2026-06-30 20:00:49.794904
22885,W003,60,80,18,2026-06-30 20:00:49.794904
84660b,W001,432,78,19,2026-06-30 20:00:49.794904
84356,W002,148,54,28,2026-06-30 20:00:49.794904
47578A,W002,445,45,29,2026-06-30 20:00:49.794904
21562,W003,474,59,27,2026-06-30 20:00:49.794904
22856,W003,361,75,24,2026-06-30 20:00:49.794904
22934,W002,446,36,15,2026-06-30 20:00:49.794904
16048,W002,290,36,30,2026-06-30 20:00:49.794904
20932,W003,296,45,29,2026-06-30 20:00:49.794904
22263,W002,266,33,23,2026-06-30 20:00:49.794904
46776F,W001,395,77,24,2026-06-30 20:00:49.794904
84509E,W002,260,41,19,2026-06-30 20:00:49.794904
84510E,W003,426,51,13,2026-06-30 20:00:49.794904
84748,W001,279,61,18,2026-06-30 20:00:49.794904
90070,W003,319,76,18,2026-06-30 20:00:49.794904
90147,W003,400,35,28,2026-06-30 20:00:49.794904
90201C,W002,235,75,25,2026-06-30 20:00:49.794904
37475,W001,68,38,21,2026-06-30 20:00:49.794904
84951A,W002,282,67,25,2026-06-30 20:00:49.794904
